title,deal_date,community,house_type,floor,area,building_type,orientation,build_year,lianjia_id,listing_time,last_transaction_duration,transaction_price,history_trade_count,listed_price,transaction_duration,price_change_count,visit_count,follower_count,page_view_count
畅柳园 3室1厅 104.85平米,2016.11.25,畅柳园,3室1厅1厨1卫,中楼层(共16层),104.85㎡,板塔结合,东南 西,2003,101100699271,2016-10-09,满五年,890,1,900,47,1,22,66,1467
畅柳园 2室1厅 98.36平米,2016.12,畅柳园,2室1厅1厨1卫,顶层(共16层),98.36㎡,塔楼,西北,2004,101100532321,2016-09-04,暂无数据,846-935,1,890,88,1,3,7,246
畅柳园 2室1厅 66.96平米,2016.12.05,畅柳园,2室1厅1厨1卫,中楼层(共16层),66.96㎡,板塔结合,西南,2003,101100261883,2016-07-03,满五年,628,1,628,156,1,15,115,3593
畅柳园 2室1厅 53.79平米,2016.12.11,畅柳园,2室1厅1厨1卫,低楼层(共14层),53.79㎡,板塔结合,西,2004,101100741407,2016-10-18,满五年,496,1,499,54,0,30,53,4108
畅柳园 1室1厅 61.31平米,2016.12.21,畅柳园,1室1厅1厨1卫,低楼层(共14层),61.31㎡,板塔结合,北,2004,101100734191,2016-10-16,满两年,540,1,550,67,0,29,38,2705
畅柳园 3室1厅 108.27平米,2017.01,畅柳园,3室1厅1厨1卫,顶层(共14层),108.27㎡,板塔结合,西北,2003,101100613418,2016-09-21,暂无数据,900-921,2,868,102,1,48,47,3881
畅柳园 2室1厅 84.23平米,2017.01,畅柳园,2室1厅1厨1卫,高楼层(共16层),84.23㎡,板塔结合,西北,2003,101101162754,2017-02-13,满五年,867-959,1,925,暂无数据,1,21,70,7281
畅柳园 1室1厅 63.19平米,2017.01.06,畅柳园,1室1厅1厨1卫,高楼层(共14层),63.19㎡,板塔结合,南,2004,101100967788,2016-12-16,满五年,640,1,650,22,1,6,11,1201
畅柳园 2室1厅 67.03平米,2017.01.15,畅柳园,2室1厅1厨1卫,中楼层(共16层),67.03㎡,塔楼,西 北,2003,101100954646,2016-12-12,满五年,663,1,660,34,1,30,57,4385
畅柳园 3室1厅 93.48平米,2016.10.29,畅柳园,3室1厅1厨1卫,中楼层(共14层),93.48㎡,板塔结合,东南,2004,101100751995,2016-10-20,满五年,815,1,820,9,0,8,30,378
畅柳园 2室1厅 65.69平米,2016.09.25,畅柳园,2室1厅1厨1卫,中楼层(共14层),65.69㎡,板塔结合,南 北,2004,101100574667,2016-09-13,满五年,518,1,520,13,0,3,32,暂无数据
畅柳园 2室2厅 97平米,2016.09.25,畅柳园,2室2厅1厨2卫,中楼层(共16层),97㎡,塔楼,东,2004,101091941719,2016-04-07,暂无数据,814,1,820,171,1,22,5,暂无数据
畅柳园 1室1厅 53.79平米,2016.09.26,畅柳园,1室1厅1厨1卫,顶层(共14层),53.79㎡,板塔结合,西,2004,101100473318,2016-08-22,满五年,446,1,452,36,0,20,18,暂无数据
