title,deal_date,community,house_type,floor,area,building_type,orientation,build_year,lianjia_id,listing_time,last_transaction_duration,transaction_price,history_trade_count,listed_price,transaction_duration,price_change_count,visit_count,follower_count,page_view_count
民旺园 3室1厅 62.73平米,2016.11.27,民旺园,3室1厅1厨1卫,顶层(共6层),62.73㎡,板楼,东 南 西,1986,101100841953,2016-11-13,满五年,560,1,570,15,0,11,15,1095
民旺园 2室1厅 60.3平米,2016.12.05,民旺园,2室1厅1厨1卫,高楼层(共6层),60.3㎡,板楼,南 北,1990,101100672025,2016-10-04,满五年,566,1,580,62,0,56,45,2554
民旺园 2室1厅 55.39平米,2016.12.10,民旺园,2室1厅1厨1卫,高楼层(共6层),55.39㎡,板楼,南,1982,101092218125,2016-05-18,满五年,490,1,520,207,1,79,110,3340
民旺园 2室1厅 50.24平米,2016.12.16,民旺园,2室1厅1厨1卫,中楼层(共6层),50.24㎡,板楼,西北,1990,101100792130,2016-11-02,满五年,470,2,475,45,1,87,71,3611
民旺园 2室1厅 55.13平米,2016.05,民旺园,2室1厅1厨1卫,中楼层(共5层),55.13㎡,板楼,南 北,1985,BJDC91967335,暂无数据,满五年,423-468,1,495,暂无数据,1,0,6,暂无数据
民旺园 2室1厅 65.35平米,2016.01.05,民旺园,2室1厅1厨1卫,顶层(共16层),65.35㎡,塔楼,东北,1993,BJDC91178709,2016-01-06,满五年,445,1,450,暂无数据,1,0,4,暂无数据
民旺园 3室1厅 65.51平米,2016.01.09,民旺园,3室1厅1厨1卫,顶层(共16层),65.51㎡,塔楼,西 北,1993,BJDC91200447,2016-01-10,暂无数据,431,2,445,暂无数据,0,0,12,暂无数据
民旺园 3室1厅 70.35平米,2016.01.30,民旺园,3室1厅1厨1卫,底层(共6层),70.35㎡,板楼,东 西,1990,BJDC90780619,2016-01-31,满五年,470,1,470,暂无数据,1,0,50,3
民旺园 --室--厅 53.05平米,2016.02,民旺园,- -室- -厅,中楼层(共5层),53.05㎡,板楼,暂无数据,1980,BJ0001648478,2016-02-01,暂无数据,342-378,1,暂无数据,1,0,0,0,暂无数据
民旺园 2室1厅 47.84平米,2016.02.16,民旺园,2室1厅1厨1卫,高楼层(共6层),47.84㎡,板楼,南,1988,BJDC91533010,2016-02-17,满五年,335,1,340,暂无数据,0,0,6,暂无数据
民旺园 2室1厅 40.82平米,2016.02.21,民旺园,2室1厅1厨1卫,顶层(共5层),40.82㎡,板楼,东 西,1989,BJCY91584322,2016-02-22,满五年,307,1,307,暂无数据,1,0,4,暂无数据
民旺园 3室1厅 62.73平米,2016.03,民旺园,3室1厅1厨1卫,低楼层(共6层),62.73㎡,板楼,东 西,1986,BJCY91194355,2016-03-01,满五年,458-507,1,450,1,1,0,26,2
民旺园 3室1厅 56.69平米,2016.03,民旺园,3室1厅1厨1卫,中楼层(共4层),56.69㎡,板楼,南 北,1992,BJDC89571472,2016-03-01,满五年,355-360,1,360,1,1,0,32,1
民旺园 3室1厅 70.71平米,2016.03.16,民旺园,3室1厅1厨1卫,中楼层(共6层),70.71㎡,板楼,东 西,1990,BJDC91664263,2016-03-17,满两年,545,2,550,暂无数据,0,0,7,1
民旺园 2室1厅 41.44平米,2016.03.24,民旺园,2室1厅1厨1卫,中楼层(共5层),41.44㎡,板楼,东,1989,BJDC91822575,2016-03-25,满五年,330,1,330,暂无数据,0,0,6,暂无数据
民旺园 2室1厅 64.79平米,2016.03.25,民旺园,2室1厅1厨1卫,高楼层(共6层),64.79㎡,板楼,南 北,1996,BJCY91750097,2016-03-26,满五年,550,1,550,暂无数据,0,0,9,暂无数据
民旺园 2室1厅 60.3平米,2016.04.16,民旺园,2室1厅1厨1卫,底层(共6层),60.3㎡,板楼,南 北,1990,BJDC91964274,2016-04-16,满五年,485,1,500,1,0,0,0,暂无数据
民旺园 1室1厅 65平米,2016.05,民旺园,1室1厅1厨1卫,中楼层(共5层),65㎡,板楼,南 北,1982,BJDC92065943,2016-05-01,暂无数据,366-405,1,425,1,0,0,0,暂无数据
民旺园 1室1厅 49.95平米,2015.09.24,民旺园,1室1厅1厨1卫,顶层(共9层),49.95㎡,板塔结合,东 西,1996,BJDC90448250,2015-09-25,暂无数据,275,1,320,暂无数据,0,0,0,2
民旺园 3室1厅 77.58平米,2015.09.28,民旺园,3室1厅1厨1卫,高楼层(共9层),77.58㎡,板塔结合,东 西,1996,BJDC90122373,2015-09-29,满五年,451,1,458,暂无数据,0,0,8,1
民旺园 2室1厅 56.2平米,2015.09.22,民旺园,2室1厅1厨1卫,中楼层(共6层),56.2㎡,板楼,东,1986,BJDC90077395,2015-09-23,满五年,337,1,353,暂无数据,1,0,8,暂无数据
民旺园 3室1厅 60.81平米,2015.09.23,民旺园,3室1厅1厨1卫,中楼层(共6层),60.81㎡,板楼,南 北,1982,BJDC90210489,2015-09-24,满两年,386,1,392,暂无数据,0,0,10,3
民旺园 2室1厅 57.5平米,2015.10.02,民旺园,2室1厅1厨1卫,顶层(共6层),57.5㎡,板楼,南,1990,BJDC90265071,2015-10-02,满五年,340,1,343,1,1,0,18,暂无数据
民旺园 2室1厅 59.39平米,2015.10.03,民旺园,2室1厅1厨1卫,中楼层(共16层),59.39㎡,塔楼,南,1993,BJDC90394212,2015-10-04,满五年,379,1,380,暂无数据,1,0,6,暂无数据
民旺园 2室1厅 55.39平米,2015.10.05,民旺园,2室1厅1厨1卫,顶层(共6层),55.39㎡,板楼,南,1982,BJDC89932253,2015-10-05,满五年,334,1,340,1,1,0,10,暂无数据
民旺园 2室1厅 60.44平米,2015.10.22,民旺园,2室1厅1厨1卫,中楼层(共6层),60.44㎡,板楼,南 北,1990,BJDC90697398,2015-10-23,满五年,380,1,385,暂无数据,1,0,3,暂无数据
民旺园 2室1厅 61.68平米,2015.10.24,民旺园,2室1厅1厨1卫,高楼层(共6层),61.68㎡,板楼,南 北,1982,BJDC90456227,2015-10-25,满五年,385,1,395,暂无数据,1,0,14,暂无数据
民旺园 2室1厅 53.57平米,2015.11.11,民旺园,2室1厅1厨1卫,中楼层(共5层),53.57㎡,板楼,南,1982,BJDC90195732,2015-11-12,满五年,340,1,342,暂无数据,1,0,35,暂无数据
民旺园 2室1厅 55.92平米,2015.12.02,民旺园,2室1厅1厨1卫,顶层(共6层),55.92㎡,板楼,东 西,1990,BJDC90579942,2015-12-03,满五年,335,1,338,暂无数据,1,0,31,暂无数据
民旺园 2室1厅 41.44平米,2015.12.10,民旺园,2室1厅1厨1卫,中楼层(共5层),41.44㎡,板楼,东,1989,BJDC91099775,2015-12-10,满五年,274,1,275,1,0,0,5,暂无数据
民旺园 3室1厅 61.69平米,2015.12.15,民旺园,3室1厅1厨1卫,顶层(共6层),61.69㎡,板楼,南 北,1982,BJDC90996029,2015-12-16,满五年,375,1,377,暂无数据,1,0,36,21
民旺园 2室1厅 55.39平米,2015.12.21,民旺园,2室1厅1厨1卫,高楼层(共6层),55.39㎡,板楼,南,1982,BJDC89591057,2015-12-22,满五年,368,1,370,暂无数据,0,0,10,2
民旺园 2室1厅 57.74平米,2015.12.31,民旺园,2室1厅1厨1卫,顶层(共5层),57.74㎡,板楼,南 北,1985,BJDC90313004,2015-12-31,满五年,400,1,403,1,1,0,10,暂无数据
民旺园 2室1厅 63.87平米,2016.01,民旺园,2室1厅1厨1卫,中楼层(共16层),63.87㎡,塔楼,南,1993,BJDC91731469,2016-01-01,满五年,428-473,1,510,1,0,0,1,暂无数据
民旺园 2室1厅 59.04平米,2015.09.13,民旺园,2室1厅1厨1卫,高楼层(共16层),59.04㎡,塔楼,南 北,1993,BJDC90175193,2015-09-13,满五年,400,1,400,1,0,0,2,暂无数据
民旺园 --室--厅 57.97平米,2015.06,民旺园,- -室- -厅,中楼层(共5层),57.97㎡,板楼,暂无数据,1982,BJ0001425386,2015-06-01,暂无数据,314-347,2,暂无数据,1,0,0,0,暂无数据
民旺园 2室1厅 60.44平米,2015.06,民旺园,2室1厅1厨1卫,底层(共6层),60.44㎡,板楼,南 北,1990,BJDC90871475,2015-06-01,满两年,389-430,1,410,1,0,0,12,暂无数据
民旺园 2室1厅 55.56平米,2015.06,民旺园,2室1厅1厨1卫,低楼层(共6层),55.56㎡,板楼,东 西,1990,BJDC90816924,2015-06-01,满五年,304-336,1,352,1,1,0,14,5
民旺园 1室1厅 47平米,2015.06,民旺园,1室1厅1厨1卫,顶层(共6层),47㎡,板楼,南,1996,BJDC89190519,2015-06-01,满五年,276-305,1,288,1,1,0,6,2
民旺园 2室1厅 55.13平米,2015.06.27,民旺园,2室1厅1厨1卫,中楼层(共5层),55.13㎡,板楼,南 北,1985,BJDC89646890,2015-06-27,满两年,353,2,353,1,1,0,4,暂无数据
民旺园 2室1厅 57.5平米,2015.06.28,民旺园,2室1厅1厨1卫,中楼层(共6层),57.5㎡,板楼,南,1990,BJDC89641150,2015-06-28,满两年,352,1,360,1,1,0,2,暂无数据
民旺园 --室--厅 56.21平米,2015.07,民旺园,- -室- -厅,中楼层(共5层),56.21㎡,板楼,暂无数据,1985,BJ0001547364,2015-07-01,暂无数据,355-360,1,暂无数据,1,0,0,0,暂无数据
民旺园 1室1厅 36.49平米,2015.07.22,民旺园,1室1厅1厨1卫,中楼层(共6层),36.49㎡,板楼,南 北,1988,BJDC89753894,2015-07-22,满五年,265,1,285,1,0,0,1,3
民旺园 3室1厅 77.89平米,2015.07.25,民旺园,3室1厅1厨1卫,高楼层(共9层),77.89㎡,板塔结合,东 西,1996,BJDC89341874,2015-07-25,满五年,458,1,458,1,1,0,20,4
民旺园 --室--厅 50.54平米,2015.08,民旺园,- -室- -厅,中楼层(共4层),50.54㎡,板楼,暂无数据,1992,BJ0001427765,2015-08-01,暂无数据,304-336,1,暂无数据,1,0,0,0,暂无数据
民旺园 3室1厅 61.1平米,2015.08,民旺园,3室1厅1厨1卫,顶层(共5层),61.1㎡,板楼,南 西 北,1985,BJDC89453337,2015-08-01,满五年,357-394,2,378,1,1,0,13,暂无数据
民旺园 2室1厅 53.97平米,2015.08.14,民旺园,2室1厅1厨1卫,低楼层(共3层),53.97㎡,板楼,南 北,1960,BJDC89913388,2015-08-15,满五年,313,1,321,暂无数据,1,0,6,暂无数据
